"hru_id","hru_row","hru_col","HRU_ID","subbasin","bas_lyr_01","bas_lyr_02","bas_lyr_03","bas_lyr_04","dis_top_lyr_01","dis_bttm_lyr_01","dis_bttm_lyr_02","dis_bttm_lyr_03","dis_bttm_lyr_04","strt_hd_lyr_01","strt_hd_lyr_02","strt_hd_lyr_03","strt_hd_lyr_04","hed_lyr_01","hed_lyr_02","hed_lyr_03","hed_lyr_04","lak_lyr_01","lak_lyr_02","lak_lyr_03","lak_lyr_04","lkbd_lknc_01","lkbd_lknc_02","lkbd_lknc_03","lkbd_lknc_04","uzfbnd","irunbnd","vks","surfk","adjusted_finf","adjusted_pet","extdp","kh_lay_01","kh_lay_02","kh_lay_03","kh_lay_04","sy_lay_01","sy_lay_02","sy_lay_03","sy_lay_04","krch","iseg","ireach","rchlen","strtop","slope","strthick","strhc1","thts","thti","eps","uhc","icalc","outseg","iupseg","flow","runoff","etsw","pptsw","roughch","width1","width2","stream_gauge","thick_lay_01","thick_lay_02","thick_lay_03","thick_lay_04"
132163,189,187,132163,4,0,0,0,0,295.919,278.919,272.712,-50,-100,295.919,278.919,272.712,-50,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,2.709996e-05,0.08995055,0.002621614,0.009,4,200.0001,200,0.00793926,9.999934e-06,0.18,0.1,0.005,0.005,1,191,7,74,414,0.0108,1,0,0.3,0.2,4,0.5,1,189,-11,0,0,0,0,0.04,97.5836,97.5836,NA,17,6.20699999999999,322.712,50
131460,188,186,131460,4,0,0,0,0,295.919,278.919,271.008,-50,-100,295.919,278.919,271.008,-50,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,2.709999e-05,0.08995055,0.002619187,0.009,4,200,200,0.007866789,9.999945e-06,0.18,0.1,0.005,0.005,1,191,8,86,410,0.0195,1,0,0.3,0.2,4,0.5,1,189,-11,0,0,0,0,0.04,97.5836,97.5836,NA,17,7.911,321.008,50
130757,187,185,130757,4,0,0,0,0,290.095,272.095,262.379,-50,-100,290.095,272.095,262.379,-50,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,2.709999e-05,0.08995055,0.002617367,0.009,4,200.0001,200,0.007783151,1e-05,0.18,0.1,0.005,0.005,1,191,9,86,405,0.0253,1,0,0.3,0.2,4,0.5,1,189,-11,0,0,0,0,0.04,97.5836,97.5836,NA,18,9.71600000000001,312.379,50
130054,186,184,130054,4,0,0,0,0,286.903,268.903,257.518,-50,-100,286.903,268.903,257.518,-50,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,2.710002e-05,0.08995055,0.00261494,0.009,4,200,199.9999,0.0076908,9.999989e-06,0.18,0.1,0.005,0.005,1,191,10,74,395,0.00809,1,0,0.3,0.2,4,0.5,1,189,-11,0,0,0,0,0.04,97.5836,97.5836,NA,18,11.385,307.518,50
129352,185,184,129352,4,0,0,0,0,286.903,267.903,255.897,-50,-100,286.903,267.903,255.897,-50,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,2.709999e-05,0.08995055,0.00261312,0.009,4,200,200.0001,0.007253873,1.000001e-05,0.18,0.1,0.005,0.005,1,191,11,74,386,0.0112,1,0,0.3,0.2,4,0.5,1,189,-11,0,0,0,0,0.04,97.5836,97.5836,NA,19,12.006,305.897,50
130732,187,160,130732,12,1,1,1,1,251,239.5,233.223,-50,-100,254.5,239.5,233.223,-50,241.5010529,241.4404602,240.8324738,240.832428,0,0,0,0,1000,1000,1000,1000,1,197,2.709996e-05,0.08995055,0.0075985,0.008896044,4,199.9999,200,0.01305378,9.999989e-06,0.18,0.1,0.005,0.005,3,197,1,103,215,0.00146,1,0,0.3,0.2,4,0.5,1,194,-6,0,0,0,0,0.04,25.70435,25.70435,NA,11.5,6.27699999999999,283.223,50
134231,192,149,134231,12,0,1,1,1,259.347,259.347,252.799,-50,-100,259.347,259.347,252.799,-50,NA,253.4563141,252.3373413,252.3373108,0,0,0,0,1000,1000,1000,1000,1,202,40.00001,0.08995055,0.00772275,0.008896044,4,0,200,0.0226219,1e-05,0.18,0.1,0.005,0.005,3,202,1,159,227.8,0.00194,0.25,0,0.3,0.2,4,0.5,1,195,-4,0,0,0,0,0.04,27.50307,27.50307,NA,0,6.54799999999997,302.799,50
133530,191,150,133530,12,0,1,1,1,259.347,259.347,252.632,-50,-100,259.347,259.347,252.632,-50,NA,253.1505585,253.1317902,253.1317902,0,0,0,0,0,0,0,0,1,202,39.99998,0.08995055,0.0077105,0.008896044,4,0,200,0.01963698,1e-05,0.18,0.1,0.005,0.005,3,202,2,74,249,0.00189,0.25,0,0.3,0.2,4,0.5,1,195,-4,0,0,0,0,0.04,27.50307,27.50307,NA,0,6.71499999999997,302.632,50
132828,190,150,132828,12,0,1,1,1,259.347,259.347,252.841,-50,-100,259.347,259.347,252.841,-50,NA,254.8475494,254.8491364,254.8491364,0,0,0,0,0,0,0,0,1,202,40,0.08995055,0.0077105,0.008896044,4,0,200,0.01835697,1e-05,0.18,0.1,0.005,0.005,3,202,3,61,248,0.00146,0.25,0,0.3,0.2,4,0.5,1,195,-4,0,0,0,0,0.04,27.50307,27.50307,NA,0,6.50599999999997,302.841,50
133546,191,166,133546,12,0,1,1,1,251.005,243.914,239.861,-50,-100,243.914,243.914,239.861,-50,NA,227.0496063,226.7649384,226.7649231,0,0,0,0,1000,1000,1000,1000,1,203,40,0.08995055,0.007581,0.008896044,4,0,200,0.01707328,9.999989e-06,0.18,0.1,0.005,0.005,3,203,1,189,220.6,0.00198,1,0,0.3,0.2,4,0.5,1,-6,-5,0,0,0,0,0.04,23.89733,23.89733,NA,7.09100000000001,4.053,289.861,50
134247,192,165,134247,12,1,1,1,1,252,223.914,218.236,-50,-100,243.914,223.914,218.236,-50,218.9232941,218.9228363,218.9585266,218.9585266,0,0,0,0,0,0,0,0,1,203,2.709999e-05,0.08995055,0.007588,0.008896044,4,199.9999,200,0.01839853,1.000001e-05,0.18,0.1,0.005,0.005,1,203,2,86,243,0.0017,1,0,0.3,0.2,4,0.5,1,-6,-5,0,0,0,0,0.04,23.89733,23.89733,NA,28.086,5.678,268.236,50
133544,191,164,133544,12,1,1,1,1,251.003,224.914,220.488,-50,-100,243.914,224.914,220.488,-50,220.8811035,220.8806915,220.9016724,220.9016876,0,0,0,0,1000,1000,1000,1000,1,203,2.709996e-05,0.08995055,0.00758975,0.008896044,4,200.0001,200,0.01701093,1e-05,0.18,0.1,0.005,0.005,1,203,3,86,243,0.0011,1,0,0.3,0.2,4,0.5,1,-6,-5,0,0,0,0,0.04,23.89733,23.89733,NA,26.089,4.42599999999999,270.488,50
136351,195,163,136351,12,1,1,1,1,256,233.462,224.653,-50,-100,253.462,233.462,224.653,-50,199.8476868,199.8472748,199.8434296,199.8434296,0,0,0,0,1000,1000,1000,1000,1,206,2.709996e-05,0.08995055,0.0076055,0.008896044,4,200,200,0.02346617,1e-05,0.18,0.1,0.005,0.005,3,206,1,73,158.5,0.001,1,0,0.3,0.2,4,0.5,1,-6,-3,0,0,0,0,0.04,25.21934,25.21934,NA,22.538,8.809,274.653,50
135648,194,162,135648,12,1,1,1,1,252,224.081,218.536,-50,-100,244.081,224.081,218.536,-50,208.2924347,208.2919922,208.288269,208.2882843,0,0,0,0,1000,1000,1000,1000,1,206,2.709999e-05,0.08995055,0.00760725,0.008896044,4,200,200,0.02135321,1.000001e-05,0.18,0.1,0.005,0.005,1,206,2,86,180.5,0.001,1,0,0.3,0.2,4,0.5,1,-6,-3,0,0,0,0,0.04,25.21934,25.21934,NA,27.919,5.54499999999999,268.536,50
236101,337,229,236101,5,0,0,0,0,756.042,755.042,740.042,640.042,590.042,756.042,755.042,740.042,640.042,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,2.718773e-05,0.08995055,0.0007572,0.0080784,4,200,200,0.0001363947,9.999989e-06,0.18,0.1,0.005,0.005,2,385,1,189,685.6,0.00119,0.25,0,0.3,0.2,4,0.5,1,368,-12,0,0,0,0,0.04,213.5216,213.5216,13,1,15,100,50
235400,336,230,235400,5,0,0,0,0,756.042,755.042,740.042,640.042,590.042,756.042,755.042,740.042,640.042,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,2.718773e-05,0.08995055,0.0007564501,0.0080784,4,200,200.0001,0.0001360955,9.999989e-06,0.18,0.1,0.005,0.005,3,385,2,86,635,0.00171,0.25,0,0.3,0.2,4,0.5,1,368,-12,0,0,0,0,0.04,213.5216,213.5216,NA,1,15,100,50
234699,335,231,234699,5,0,0,0,0,678.355,677.355,662.355,562.355,512.355,678.355,677.355,662.355,562.355,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,2.718776e-05,0.08995055,0.0007564501,0.0080784,4,200,200,0.0001357913,1e-05,0.18,0.1,0.005,0.005,2,385,3,86,578,0.0235,0.25,0,0.3,0.2,4,0.5,1,368,-12,0,0,0,0,0.04,213.5216,213.5216,NA,1,15,100,50
233998,334,232,233998,5,0,0,0,0,613.87,612.87,597.87,497.87,447.87,613.87,612.87,597.87,497.87,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,2.718773e-05,0.08995055,0.0007566001,0.0080784,4,199.9999,200,0.0001354828,1e-05,0.18,0.1,0.005,0.005,2,385,4,74,514,0.015,0.25,0,0.3,0.2,4,0.5,1,368,-12,0,0,0,0,0.04,213.5216,213.5216,NA,1,15,100,50
233296,333,232,233296,5,0,0,0,0,601.095,600.095,585.095,485.095,435.095,601.095,600.095,585.095,485.095,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,2.718779e-05,0.08995055,0.0007560001,0.0080784,4,200,199.9999,0.0001350733,1.000001e-05,0.18,0.1,0.005,0.005,2,385,5,74,501,0.0239,0.25,0,0.3,0.2,4,0.5,1,368,-12,0,0,0,0,0.04,213.5216,213.5216,NA,1,15,100,50
232595,332,233,232595,5,0,0,0,0,601.095,600.095,585.095,485.095,435.095,601.095,600.095,585.095,485.095,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,2.718779e-05,0.08995055,0.0007561501,0.0080784,4,200,200.0001,0.0001347615,1e-05,0.18,0.1,0.005,0.005,2,385,6,74,501,0.0842,0.25,0,0.3,0.2,4,0.5,1,368,-12,0,0,0,0,0.04,213.5216,213.5216,NA,1,15,100,50
231893,331,233,231893,5,0,0,0,0,601.095,600.095,585.095,485.095,435.095,601.095,600.095,585.095,485.095,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,2.718782e-05,0.08995055,0.00075555,0.0080784,4,200,200.0001,0.000134352,1.000001e-05,0.18,0.1,0.005,0.005,2,385,7,74,501,0.0446,0.25,0,0.3,0.2,4,0.5,1,368,-12,0,0,0,0,0.04,213.5216,213.5216,NA,1,15,100,50
231192,330,234,231192,5,0,0,0,0,601.095,600.095,585.095,485.095,435.095,601.095,600.095,585.095,485.095,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,2.718782e-05,0.08995055,0.0007557,0.0080784,4,200,200,0.0001340399,1e-05,0.18,0.1,0.005,0.005,2,385,8,86,501,0.0784,0.25,0,0.3,0.2,4,0.5,1,368,-12,0,0,0,0,0.04,213.5216,213.5216,NA,1,15,100,50
230491,329,235,230491,5,0,0,0,0,601.095,600.095,585.095,485.095,435.095,601.095,600.095,585.095,485.095,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,2.718776e-05,0.08995055,0.0007558501,0.0080784,4,200,199.9999,0.0001337274,1.000001e-05,0.18,0.1,0.005,0.005,2,385,9,86,501,0.0482,0.25,0,0.3,0.2,4,0.5,1,368,-12,0,0,0,0,0.04,213.5216,213.5216,NA,1,15,100,50
229790,328,236,229790,5,0,0,0,0,601.095,600.095,585.095,485.095,435.095,601.095,600.095,585.095,485.095,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,2.718773e-05,0.08995055,0.0007560001,0.0080784,4,200,200.0001,0.0001358748,1e-05,0.18,0.1,0.005,0.005,2,385,10,74,501,0.0421,0.25,0,0.3,0.2,4,0.5,1,368,-12,0,0,0,0,0.04,213.5216,213.5216,NA,1,15,100,50
229088,327,236,229088,5,0,0,0,0,601.095,600.095,585.095,485.095,435.095,601.095,600.095,585.095,485.095,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,2.718779e-05,0.08995055,0.00075555,0.0080784,4,200,200,0.0001355975,1e-05,0.18,0.1,0.005,0.005,2,385,11,61,501,0.122,0.25,0,0.3,0.2,4,0.5,1,368,-12,0,0,0,0,0.04,213.5216,213.5216,NA,1,15,100,50
228386,326,236,228386,5,0,0,0,0,580.226,579.226,564.226,464.226,414.226,580.226,579.226,564.226,464.226,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,2.718785e-05,0.08995055,0.0007551,0.0080784,4,200,200.0001,0.0001353215,1e-05,0.18,0.1,0.005,0.005,2,385,12,74,480,0.302,0.25,0,0.3,0.2,4,0.5,1,368,-12,0,0,0,0,0.04,213.5216,213.5216,NA,1,15,100,50
146178,209,162,146178,11,1,1,1,1,262.397,246.397,238.755,-50,-100,262.397,246.397,238.755,-50,251.5213013,251.5892944,252.1030884,252.1031036,0,0,0,0,1000,1000,1000,1000,1,215,2.709996e-05,0.08995055,0.00766325,0.009,4,200,199.9999,0.07203405,1.000001e-05,0.18,0.1,0.005,0.005,2,953,1,74,244,0.01,1,0,0.3,0.2,4,0.5,1,215,-2,0,0,0,0,0.04,23.76707,23.76707,NA,16,7.642,288.755,50
145477,208,163,145477,11,1,1,1,1,262.397,246.397,239.051,-50,-100,262.397,246.397,239.051,-50,258.7484436,258.7687683,258.8161316,258.8161316,0,0,0,0,0,0,0,0,1,215,2.709999e-05,0.08995055,0.0076545,0.009,4,200.0002,200,0.06916622,9.999989e-06,0.18,0.1,0.005,0.005,1,953,2,74,267,0.01,1,0,0.3,0.2,4,0.5,1,215,-2,0,0,0,0,0.04,23.76707,23.76707,NA,16,7.346,289.051,50
127926,183,162,127926,12,1,1,1,1,255,241.858,235.109,-50,-100,255,241.858,235.109,-50,185.3759155,185.3753204,185.3654327,185.3654022,0,0,0,0,1000,1000,1000,1000,1,-7,2.709999e-05,0.08995055,0.0075775,0.008896044,4,199.9999,200.0001,0.011007,1e-05,0.18,0.1,0.005,0.005,3,954,1,74,140.7,0.00103,1,0,0.3,0.2,4,0.5,1,-7,-8,0,0,0,0,0.04,5.76707,5.76707,NA,13.142,6.749,285.109,50
127923,183,159,127923,12,1,1,1,1,255,238.95,232.737,-50,-100,255,238.95,232.737,-50,197.9400024,197.936615,197.8531799,197.8603363,0,0,0,0,1000,1000,1000,1000,1,-7,2.709996e-05,0.08995055,0.00759325,0.008896044,4,199.9999,200.0001,0.01126973,1e-05,0.18,0.1,0.005,0.005,3,955,1,74,194,0.00103,1,0,0.3,0.2,4,0.5,1,-9,-7,0,0,0,0,0.04,5.76707,5.76707,NA,16.05,6.21299999999999,282.737,50
